DateTime,Players,FinalPrice,DateTimeStr
4/8/2017 0:00,45283,449,4/8/2017
4/9/2017 0:00,40663,449,4/9/2017
4/10/2017 0:00,31869,449,4/10/2017
4/11/2017 0:00,33368,449,4/11/2017
4/12/2017 0:00,31830,449,4/12/2017
4/13/2017 0:00,33275,449,4/13/2017
4/14/2017 0:00,41249,449,4/14/2017
4/15/2017 0:00,41408,449,4/15/2017
4/16/2017 0:00,35431,449,4/16/2017
4/17/2017 0:00,33931,449,4/17/2017
4/18/2017 0:00,30520,449,4/18/2017
4/19/2017 0:00,31243,449,4/19/2017
4/20/2017 0:00,34123,449,4/20/2017
4/21/2017 0:00,41322,449,4/21/2017
4/22/2017 0:00,43843,449,4/22/2017
4/23/2017 0:00,41425,449,4/23/2017
4/24/2017 0:00,32632,449,4/24/2017
4/25/2017 0:00,31724,449,4/25/2017
4/26/2017 0:00,31812,449,4/26/2017
4/27/2017 0:00,27318,449,4/27/2017
4/28/2017 0:00,38046,449,4/28/2017
4/29/2017 0:00,40762,449,4/29/2017
4/30/2017 0:00,39098,449,4/30/2017
5/1/2017 0:00,34663,449,5/1/2017
5/2/2017 0:00,29560,449,5/2/2017
5/3/2017 0:00,32770,449,5/3/2017
5/4/2017 0:00,31659,449,5/4/2017
5/5/2017 0:00,36446,449,5/5/2017
5/6/2017 0:00,41734,449,5/6/2017
5/7/2017 0:00,38679,449,5/7/2017
5/8/2017 0:00,32644,449,5/8/2017
5/9/2017 0:00,32496,449,5/9/2017
5/10/2017 0:00,32427,449,5/10/2017
5/11/2017 0:00,31080,449,5/11/2017
5/12/2017 0:00,38553,449,5/12/2017
5/13/2017 0:00,42961,449,5/13/2017
5/14/2017 0:00,39438,449,5/14/2017
5/15/2017 0:00,30307,449,5/15/2017
5/16/2017 0:00,31276,449,5/16/2017
5/17/2017 0:00,28084,449,5/17/2017
5/18/2017 0:00,31227,449,5/18/2017
5/19/2017 0:00,38575,449,5/19/2017
5/20/2017 0:00,44112,449,5/20/2017
5/21/2017 0:00,41247,449,5/21/2017
5/22/2017 0:00,34149,449,5/22/2017
5/23/2017 0:00,35380,449,5/23/2017
5/24/2017 0:00,33858,449,5/24/2017
5/25/2017 0:00,37099,449,5/25/2017
5/26/2017 0:00,36806,449,5/26/2017
5/27/2017 0:00,42580,449,5/27/2017
5/28/2017 0:00,41757,449,5/28/2017
5/29/2017 0:00,37841,449,5/29/2017
5/30/2017 0:00,34362,449,5/30/2017
5/31/2017 0:00,33716,449,5/31/2017
6/1/2017 0:00,32332,449,6/1/2017
6/2/2017 0:00,37401,449,6/2/2017
6/3/2017 0:00,41789,449,6/3/2017
6/4/2017 0:00,39881,449,6/4/2017
6/5/2017 0:00,32524,449,6/5/2017
6/6/2017 0:00,41872,449,6/6/2017
6/7/2017 0:00,36008,449,6/7/2017
6/8/2017 0:00,38813,449,6/8/2017
6/9/2017 0:00,40013,449,6/9/2017
6/10/2017 0:00,43245,449,6/10/2017
6/11/2017 0:00,39932,449,6/11/2017
6/12/2017 0:00,33613,449,6/12/2017
6/13/2017 0:00,33401,449,6/13/2017
6/14/2017 0:00,33488,449,6/14/2017
6/15/2017 0:00,34020,449,6/15/2017
6/16/2017 0:00,37120,449,6/16/2017
6/17/2017 0:00,39479,449,6/17/2017
6/18/2017 0:00,36015,449,6/18/2017
6/19/2017 0:00,31938,449,6/19/2017
6/20/2017 0:00,33326,449,6/20/2017
6/21/2017 0:00,34105,449,6/21/2017
6/22/2017 0:00,33281,449,6/22/2017
6/23/2017 0:00,36018,449,6/23/2017
6/24/2017 0:00,39512,449,6/24/2017
6/25/2017 0:00,37887,449,6/25/2017
6/26/2017 0:00,34256,449,6/26/2017
6/27/2017 0:00,36331,449,6/27/2017
6/28/2017 0:00,36339,449,6/28/2017
6/29/2017 0:00,36616,449,6/29/2017
6/30/2017 0:00,39700,449,6/30/2017
7/1/2017 0:00,40825,449,7/1/2017
7/2/2017 0:00,40708,449,7/2/2017
7/3/2017 0:00,37191,449,7/3/2017
7/4/2017 0:00,38908,449,7/4/2017
7/5/2017 0:00,40157,449,7/5/2017
7/6/2017 0:00,32907,529,7/6/2017
7/7/2017 0:00,40187,529,7/7/2017
7/8/2017 0:00,40925,529,7/8/2017
7/9/2017 0:00,40866,529,7/9/2017
7/10/2017 0:00,38919,529,7/10/2017
7/11/2017 0:00,40072,529,7/11/2017
7/12/2017 0:00,40185,529,7/12/2017
7/13/2017 0:00,39358,529,7/13/2017
7/14/2017 0:00,39883,529,7/14/2017
7/15/2017 0:00,40710,529,7/15/2017
7/16/2017 0:00,40948,529,7/16/2017
7/17/2017 0:00,37202,529,7/17/2017
7/18/2017 0:00,41428,529,7/18/2017
7/19/2017 0:00,47328,529,7/19/2017
7/20/2017 0:00,44865,529,7/20/2017
7/21/2017 0:00,45400,529,7/21/2017
7/22/2017 0:00,44982,529,7/22/2017
7/23/2017 0:00,45683,529,7/23/2017
7/24/2017 0:00,46943,529,7/24/2017
7/25/2017 0:00,44500,529,7/25/2017
7/26/2017 0:00,43782,529,7/26/2017
7/27/2017 0:00,45642,529,7/27/2017
7/28/2017 0:00,42977,349,7/28/2017
7/29/2017 0:00,44938,349,7/29/2017
7/30/2017 0:00,44341,349,7/30/2017
7/31/2017 0:00,43001,349,7/31/2017
8/1/2017 0:00,44625,349,8/1/2017
8/2/2017 0:00,43815,349,8/2/2017
8/3/2017 0:00,43416,349,8/3/2017
8/4/2017 0:00,42986,349,8/4/2017
8/5/2017 0:00,46276,349,8/5/2017
8/6/2017 0:00,45979,349,8/6/2017
8/7/2017 0:00,42329,349,8/7/2017
8/8/2017 0:00,43224,349,8/8/2017
8/9/2017 0:00,41609,349,8/9/2017
8/10/2017 0:00,45223,349,8/10/2017
8/11/2017 0:00,45045,349,8/11/2017
8/12/2017 0:00,47407,349,8/12/2017
8/13/2017 0:00,47100,349,8/13/2017
8/14/2017 0:00,44519,349,8/14/2017
8/15/2017 0:00,46707,349,8/15/2017
8/16/2017 0:00,45407,349,8/16/2017
8/17/2017 0:00,45989,349,8/17/2017
8/18/2017 0:00,46772,349,8/18/2017
8/19/2017 0:00,49317,349,8/19/2017
8/20/2017 0:00,52824,349,8/20/2017
8/21/2017 0:00,44338,349,8/21/2017
8/22/2017 0:00,45610,349,8/22/2017
8/23/2017 0:00,48113,349,8/23/2017
8/24/2017 0:00,46362,349,8/24/2017
8/25/2017 0:00,61243,349,8/25/2017
8/26/2017 0:00,71400,349,8/26/2017
8/27/2017 0:00,73864,349,8/27/2017
8/28/2017 0:00,56503,349,8/28/2017
8/29/2017 0:00,56919,349,8/29/2017
8/30/2017 0:00,52762,349,8/30/2017
8/31/2017 0:00,50562,349,8/31/2017
9/1/2017 0:00,55089,349,9/1/2017
9/2/2017 0:00,60044,349,9/2/2017
9/3/2017 0:00,56966,349,9/3/2017
9/4/2017 0:00,50387,349,9/4/2017
9/5/2017 0:00,49224,349,9/5/2017
9/6/2017 0:00,61969,349,9/6/2017
9/7/2017 0:00,60038,349,9/7/2017
9/8/2017 0:00,63409,349,9/8/2017
9/9/2017 0:00,70963,349,9/9/2017
9/10/2017 0:00,67816,349,9/10/2017
9/11/2017 0:00,51417,349,9/11/2017
9/12/2017 0:00,54074,349,9/12/2017
9/13/2017 0:00,56361,349,9/13/2017
9/14/2017 0:00,52066,349,9/14/2017
9/15/2017 0:00,63555,349,9/15/2017
9/16/2017 0:00,67376,349,9/16/2017
9/17/2017 0:00,62374,349,9/17/2017
9/18/2017 0:00,45734,349,9/18/2017
9/19/2017 0:00,44249,349,9/19/2017
9/20/2017 0:00,50664,349,9/20/2017
9/21/2017 0:00,48481,349,9/21/2017
9/22/2017 0:00,53989,349,9/22/2017
9/23/2017 0:00,62385,349,9/23/2017
9/24/2017 0:00,60212,349,9/24/2017
9/25/2017 0:00,42692,349,9/25/2017
9/26/2017 0:00,42612,349,9/26/2017
9/27/2017 0:00,45246,349,9/27/2017
9/28/2017 0:00,41854,349,9/28/2017
9/29/2017 0:00,51542,349,9/29/2017
9/30/2017 0:00,62054,349,9/30/2017
10/1/2017 0:00,57167,349,10/1/2017
10/2/2017 0:00,49812,349,10/2/2017
10/3/2017 0:00,52916,349,10/3/2017
10/4/2017 0:00,46581,349,10/4/2017
10/5/2017 0:00,48899,349,10/5/2017
10/6/2017 0:00,51618,349,10/6/2017
10/7/2017 0:00,60052,349,10/7/2017
10/8/2017 0:00,54896,349,10/8/2017
10/9/2017 0:00,42914,349,10/9/2017
10/10/2017 0:00,41356,349,10/10/2017
10/11/2017 0:00,40974,349,10/11/2017
10/12/2017 0:00,40959,349,10/12/2017
10/13/2017 0:00,47892,349,10/13/2017
10/14/2017 0:00,54539,349,10/14/2017
10/15/2017 0:00,49446,349,10/15/2017
10/16/2017 0:00,37049,349,10/16/2017
10/17/2017 0:00,40572,349,10/17/2017
10/18/2017 0:00,38731,349,10/18/2017
10/19/2017 0:00,37556,349,10/19/2017
10/20/2017 0:00,47256,349,10/20/2017
10/21/2017 0:00,55693,349,10/21/2017
10/22/2017 0:00,49840,349,10/22/2017
10/23/2017 0:00,39817,349,10/23/2017
10/24/2017 0:00,37477,349,10/24/2017
10/25/2017 0:00,39835,349,10/25/2017
10/26/2017 0:00,39820,349,10/26/2017
10/27/2017 0:00,49336,349,10/27/2017
10/28/2017 0:00,54731,349,10/28/2017
10/29/2017 0:00,49101,349,10/29/2017
10/30/2017 0:00,39094,349,10/30/2017
10/31/2017 0:00,40934,349,10/31/2017
11/1/2017 0:00,41172,349,11/1/2017
11/2/2017 0:00,41726,349,11/2/2017
11/3/2017 0:00,49120,349,11/3/2017
11/4/2017 0:00,53742,349,11/4/2017
11/5/2017 0:00,49633,349,11/5/2017
11/6/2017 0:00,35734,349,11/6/2017
11/7/2017 0:00,37155,349,11/7/2017
11/8/2017 0:00,35528,349,11/8/2017
11/9/2017 0:00,34556,349,11/9/2017
11/10/2017 0:00,46161,349,11/10/2017
11/11/2017 0:00,52214,349,11/11/2017
11/12/2017 0:00,46899,349,11/12/2017
11/13/2017 0:00,34239,349,11/13/2017
11/14/2017 0:00,34916,349,11/14/2017
11/15/2017 0:00,34548,349,11/15/2017
11/16/2017 0:00,36732,174.5,11/16/2017
11/17/2017 0:00,63909,174.5,11/17/2017
11/18/2017 0:00,93584,174.5,11/18/2017
11/19/2017 0:00,96599,174.5,11/19/2017
11/20/2017 0:00,73222,349,11/20/2017
11/21/2017 0:00,71280,174.5,11/21/2017
11/22/2017 0:00,71467,174.5,11/22/2017
11/23/2017 0:00,69509,174.5,11/23/2017
11/24/2017 0:00,84895,174.5,11/24/2017
11/25/2017 0:00,99655,174.5,11/25/2017
11/26/2017 0:00,95402,174.5,11/26/2017
11/27/2017 0:00,74808,174.5,11/27/2017
11/28/2017 0:00,75123,349,11/28/2017
11/29/2017 0:00,79865,349,11/29/2017
11/30/2017 0:00,74824,349,11/30/2017
12/1/2017 0:00,89333,349,12/1/2017
12/2/2017 0:00,98992,349,12/2/2017
12/3/2017 0:00,91042,349,12/3/2017
12/4/2017 0:00,69839,349,12/4/2017
12/5/2017 0:00,70620,349,12/5/2017
12/6/2017 0:00,85261,349,12/6/2017
12/7/2017 0:00,82604,349,12/7/2017
12/8/2017 0:00,90701,349,12/8/2017
12/9/2017 0:00,100845,349,12/9/2017
12/10/2017 0:00,93341,349,12/10/2017
12/11/2017 0:00,70966,349,12/11/2017
12/12/2017 0:00,68414,349,12/12/2017
12/13/2017 0:00,73472,349,12/13/2017
12/14/2017 0:00,61218,349,12/14/2017
12/15/2017 0:00,81503,349,12/15/2017
12/16/2017 0:00,95518,349,12/16/2017
12/17/2017 0:00,82371,349,12/17/2017
12/18/2017 0:00,68898,349,12/18/2017
12/19/2017 0:00,72470,349,12/19/2017
12/20/2017 0:00,76339,349,12/20/2017
12/21/2017 0:00,80476,209.4,12/21/2017
12/22/2017 0:00,88812,209.4,12/22/2017
12/23/2017 0:00,92471,209.4,12/23/2017
12/24/2017 0:00,84658,209.4,12/24/2017
12/25/2017 0:00,77995,209.4,12/25/2017
12/26/2017 0:00,86983,209.4,12/26/2017
12/27/2017 0:00,92090,209.4,12/27/2017
12/28/2017 0:00,92155,209.4,12/28/2017
12/29/2017 0:00,96539,209.4,12/29/2017
12/30/2017 0:00,99035,209.4,12/30/2017
12/31/2017 0:00,95477,209.4,12/31/2017
1/1/2018 0:00,87474,209.4,1/1/2018
1/2/2018 0:00,90574,209.4,1/2/2018
1/3/2018 0:00,88547,209.4,1/3/2018
1/4/2018 0:00,92955,349,1/4/2018
1/5/2018 0:00,102587,349,1/5/2018
1/6/2018 0:00,109318,349,1/6/2018
1/7/2018 0:00,102226,349,1/7/2018
1/8/2018 0:00,80542,349,1/8/2018
1/9/2018 0:00,78834,349,1/9/2018
1/10/2018 0:00,80999,349,1/10/2018
1/11/2018 0:00,79497,349,1/11/2018
1/12/2018 0:00,91391,349,1/12/2018
1/13/2018 0:00,107452,349,1/13/2018
1/14/2018 0:00,97520,349,1/14/2018
1/15/2018 0:00,79231,349,1/15/2018
1/16/2018 0:00,77053,349,1/16/2018
1/17/2018 0:00,79287,349,1/17/2018
1/18/2018 0:00,79366,349,1/18/2018
1/19/2018 0:00,88238,349,1/19/2018
1/20/2018 0:00,100428,349,1/20/2018
1/21/2018 0:00,94972,349,1/21/2018
1/22/2018 0:00,85102,349,1/22/2018
1/23/2018 0:00,71072,349,1/23/2018
1/24/2018 0:00,82543,349,1/24/2018
1/25/2018 0:00,82954,349,1/25/2018
1/26/2018 0:00,85414,349,1/26/2018
1/27/2018 0:00,96554,349,1/27/2018
1/28/2018 0:00,95701,349,1/28/2018
1/29/2018 0:00,74595,349,1/29/2018
1/30/2018 0:00,80850,349,1/30/2018
1/31/2018 0:00,77290,349,1/31/2018
2/1/2018 0:00,80086,349,2/1/2018
2/2/2018 0:00,89437,349,2/2/2018
2/3/2018 0:00,99612,349,2/3/2018
2/4/2018 0:00,99184,349,2/4/2018
2/5/2018 0:00,77394,349,2/5/2018
2/6/2018 0:00,79990,349,2/6/2018
2/7/2018 0:00,85371,349,2/7/2018
2/8/2018 0:00,81674,349,2/8/2018
2/9/2018 0:00,88099,349,2/9/2018
2/10/2018 0:00,98058,349,2/10/2018
2/11/2018 0:00,99128,349,2/11/2018
2/12/2018 0:00,82961,349,2/12/2018
2/13/2018 0:00,82384,349,2/13/2018
2/14/2018 0:00,76498,349,2/14/2018
2/15/2018 0:00,83156,349,2/15/2018
2/16/2018 0:00,97797,349,2/16/2018
2/17/2018 0:00,116140,349,2/17/2018
2/18/2018 0:00,125454,349,2/18/2018
2/19/2018 0:00,99430,349,2/19/2018
2/20/2018 0:00,96798,349,2/20/2018
2/21/2018 0:00,96344,349,2/21/2018
2/22/2018 0:00,94184,349,2/22/2018
2/23/2018 0:00,110336,349,2/23/2018
2/24/2018 0:00,121054,349,2/24/2018
2/25/2018 0:00,119290,349,2/25/2018
2/26/2018 0:00,97181,349,2/26/2018
2/27/2018 0:00,100533,349,2/27/2018
2/28/2018 0:00,103176,349,2/28/2018
3/1/2018 0:00,106002,349,3/1/2018
3/2/2018 0:00,119563,349,3/2/2018
3/3/2018 0:00,133106,349,3/3/2018
3/4/2018 0:00,123702,349,3/4/2018
3/5/2018 0:00,101042,349,3/5/2018
3/6/2018 0:00,117007,349,3/6/2018
3/7/2018 0:00,176784,349,3/7/2018
3/8/2018 0:00,153274,349,3/8/2018
3/9/2018 0:00,162181,349,3/9/2018
3/10/2018 0:00,178953,349,3/10/2018
3/11/2018 0:00,161990,349,3/11/2018
3/12/2018 0:00,123333,349,3/12/2018
3/13/2018 0:00,123552,349,3/13/2018
3/14/2018 0:00,110788,349,3/14/2018
3/15/2018 0:00,118957,349,3/15/2018
3/16/2018 0:00,138714,349,3/16/2018
3/17/2018 0:00,152188,349,3/17/2018
3/18/2018 0:00,139913,349,3/18/2018
3/19/2018 0:00,92766,349,3/19/2018
3/20/2018 0:00,100055,349,3/20/2018
3/21/2018 0:00,113768,349,3/21/2018
3/22/2018 0:00,107697,349,3/22/2018
3/23/2018 0:00,127072,349,3/23/2018
3/24/2018 0:00,144311,349,3/24/2018
3/25/2018 0:00,143612,349,3/25/2018
3/26/2018 0:00,113769,349,3/26/2018
3/27/2018 0:00,112499,349,3/27/2018
3/28/2018 0:00,114548,349,3/28/2018
3/29/2018 0:00,114748,349,3/29/2018
3/30/2018 0:00,130504,349,3/30/2018
3/31/2018 0:00,131928,349,3/31/2018
4/1/2018 0:00,116954,349,4/1/2018
4/2/2018 0:00,112092,349,4/2/2018
4/3/2018 0:00,106402,349,4/3/2018
4/4/2018 0:00,115611,349,4/4/2018
4/5/2018 0:00,111211,349,4/5/2018
4/6/2018 0:00,113381,349,4/6/2018
4/7/2018 0:00,114997,349,4/7/2018
4/8/2018 0:00,111651,349,4/8/2018
4/9/2018 0:00,97062,349,4/9/2018
4/10/2018 0:00,99065,349,4/10/2018
4/11/2018 0:00,99836,349,4/11/2018
4/12/2018 0:00,103153,349,4/12/2018
4/13/2018 0:00,116529,349,4/13/2018
4/14/2018 0:00,125070,349,4/14/2018
4/15/2018 0:00,115606,349,4/15/2018
4/16/2018 0:00,98763,349,4/16/2018
4/17/2018 0:00,100741,349,4/17/2018
4/18/2018 0:00,102921,349,4/18/2018
4/19/2018 0:00,99486,349,4/19/2018
4/20/2018 0:00,114101,349,4/20/2018
4/21/2018 0:00,122786,349,4/21/2018
4/22/2018 0:00,109659,349,4/22/2018
4/23/2018 0:00,94883,349,4/23/2018
4/24/2018 0:00,95809,349,4/24/2018
4/25/2018 0:00,94304,349,4/25/2018
4/26/2018 0:00,94136,349,4/26/2018
4/27/2018 0:00,104382,349,4/27/2018
4/28/2018 0:00,114224,349,4/28/2018
4/29/2018 0:00,111034,349,4/29/2018
4/30/2018 0:00,104954,349,4/30/2018
5/1/2018 0:00,101234,349,5/1/2018
5/2/2018 0:00,95123,349,5/2/2018
5/3/2018 0:00,92726,349,5/3/2018
5/4/2018 0:00,114267,349,5/4/2018
5/5/2018 0:00,115247,349,5/5/2018
5/6/2018 0:00,105536,349,5/6/2018
5/7/2018 0:00,90823,239,5/7/2018
5/8/2018 0:00,94746,239,5/8/2018
5/9/2018 0:00,95171,239,5/9/2018
5/10/2018 0:00,95557,239,5/10/2018
5/11/2018 0:00,103776,349,5/11/2018
5/12/2018 0:00,112276,349,5/12/2018
5/13/2018 0:00,102137,349,5/13/2018
5/14/2018 0:00,91782,349,5/14/2018
5/15/2018 0:00,87907,349,5/15/2018
5/16/2018 0:00,88788,349,5/16/2018
5/17/2018 0:00,90882,233.83,5/17/2018
5/18/2018 0:00,121151,233.83,5/18/2018
5/19/2018 0:00,142308,233.83,5/19/2018
5/20/2018 0:00,132135,233.83,5/20/2018
5/21/2018 0:00,126584,349,5/21/2018
5/22/2018 0:00,119771,349,5/22/2018
5/23/2018 0:00,111129,349,5/23/2018
5/24/2018 0:00,88049,349,5/24/2018
5/25/2018 0:00,124443,349,5/25/2018
5/26/2018 0:00,128728,349,5/26/2018
5/27/2018 0:00,116412,349,5/27/2018
5/28/2018 0:00,94252,349,5/28/2018
5/29/2018 0:00,102977,349,5/29/2018
5/30/2018 0:00,102086,349,5/30/2018
5/31/2018 0:00,100383,349,5/31/2018
6/1/2018 0:00,112414,349,6/1/2018
6/2/2018 0:00,118663,349,6/2/2018
6/3/2018 0:00,109559,349,6/3/2018
6/4/2018 0:00,95674,349,6/4/2018
6/5/2018 0:00,100292,349,6/5/2018
6/6/2018 0:00,99107,349,6/6/2018
6/7/2018 0:00,113277,349,6/7/2018
6/8/2018 0:00,143183,349,6/8/2018
6/9/2018 0:00,138078,349,6/9/2018
6/10/2018 0:00,126963,349,6/10/2018
6/11/2018 0:00,107252,349,6/11/2018
6/12/2018 0:00,107971,349,6/12/2018
6/13/2018 0:00,103912,349,6/13/2018
6/14/2018 0:00,105130,349,6/14/2018
6/15/2018 0:00,108109,349,6/15/2018
6/16/2018 0:00,107182,349,6/16/2018
6/17/2018 0:00,110746,349,6/17/2018
6/18/2018 0:00,94083,349,6/18/2018
6/19/2018 0:00,95176,349,6/19/2018
6/20/2018 0:00,84967,349,6/20/2018
6/21/2018 0:00,96030,349,6/21/2018
6/22/2018 0:00,102882,349,6/22/2018
6/23/2018 0:00,104886,349,6/23/2018
6/24/2018 0:00,102018,349,6/24/2018
6/25/2018 0:00,92010,349,6/25/2018
6/26/2018 0:00,94587,349,6/26/2018
6/27/2018 0:00,96400,349,6/27/2018
6/28/2018 0:00,91241,349,6/28/2018
6/29/2018 0:00,92605,349,6/29/2018
6/30/2018 0:00,97915,349,6/30/2018
7/1/2018 0:00,95867,349,7/1/2018
7/2/2018 0:00,90938,349,7/2/2018
7/3/2018 0:00,94167,349,7/3/2018
7/4/2018 0:00,101689,349,7/4/2018
7/5/2018 0:00,101223,349,7/5/2018
7/6/2018 0:00,105094,349,7/6/2018
7/7/2018 0:00,107758,349,7/7/2018
7/8/2018 0:00,103735,349,7/8/2018
7/9/2018 0:00,100118,349,7/9/2018
7/10/2018 0:00,103368,349,7/10/2018
7/11/2018 0:00,104640,349,7/11/2018
7/12/2018 0:00,101519,349,7/12/2018
7/13/2018 0:00,105175,349,7/13/2018
7/14/2018 0:00,103839,349,7/14/2018
7/15/2018 0:00,105208,349,7/15/2018
7/16/2018 0:00,102451,349,7/16/2018
7/17/2018 0:00,110262,349,7/17/2018
7/18/2018 0:00,115114,349,7/18/2018
7/19/2018 0:00,109919,349,7/19/2018
7/20/2018 0:00,112900,349,7/20/2018
7/21/2018 0:00,114890,349,7/21/2018
7/22/2018 0:00,117024,349,7/22/2018
7/23/2018 0:00,101733,349,7/23/2018
7/24/2018 0:00,103414,349,7/24/2018
7/25/2018 0:00,101492,349,7/25/2018
7/26/2018 0:00,99899,349,7/26/2018
7/27/2018 0:00,99937,349,7/27/2018
7/28/2018 0:00,100351,349,7/28/2018
7/29/2018 0:00,100890,349,7/29/2018
7/30/2018 0:00,98632,349,7/30/2018
7/31/2018 0:00,97898,349,7/31/2018
8/1/2018 0:00,98429,349,8/1/2018
8/2/2018 0:00,98668,349,8/2/2018
8/3/2018 0:00,99352,349,8/3/2018
8/4/2018 0:00,101525,349,8/4/2018
8/5/2018 0:00,104660,349,8/5/2018
8/6/2018 0:00,101685,349,8/6/2018
8/7/2018 0:00,102510,349,8/7/2018
8/8/2018 0:00,103377,349,8/8/2018
8/9/2018 0:00,99770,349,8/9/2018
8/10/2018 0:00,92390,349,8/10/2018
8/11/2018 0:00,95825,349,8/11/2018
8/12/2018 0:00,96412,349,8/12/2018
8/13/2018 0:00,94901,349,8/13/2018
8/14/2018 0:00,98694,349,8/14/2018
8/15/2018 0:00,96687,349,8/15/2018
8/16/2018 0:00,95486,244.3,8/16/2018
8/17/2018 0:00,115832,244.3,8/17/2018
8/18/2018 0:00,130546,244.3,8/18/2018
8/19/2018 0:00,135451,244.3,8/19/2018
8/20/2018 0:00,130937,349,8/20/2018
8/21/2018 0:00,115763,349,8/21/2018
8/22/2018 0:00,127904,349,8/22/2018
8/23/2018 0:00,117509,349,8/23/2018
8/24/2018 0:00,119387,349,8/24/2018
